latin	name	Type	blood	blood_reference	sputum	sputum_reference	CSF	CSF_reference	urine	urine_reference
Proteus mirabilis	奇异变形菌	bacteria	多引发尿道感染并易继发菌血症，还常引起伤口、呼吸道等多种感染。由变形菌造成的新生儿脐带感染可导致高度致死性菌血症和脑膜炎。	undetermined	none	none	none	none	none	none
Cedecea davisae	戴氏西地西菌	bacteria	呼吸道	undetermined	none	none	none	none	none	none
Cedecea lapagei	拉氏西地西菌	bacteria	呼吸道	undetermined	none	none	none	none	none	none
Cedecea neteri	奈氏西地西菌	bacteria	可引起菌血症及红斑狼疮症。	J. J. Farmer, III, Neela K. Sheth, June A. Hudzinski. Bacteremia Due to Cedecea neteri sp. nov. J Clin Microbiol. 1982 Oct; 16(4): 775–778.                                                                                                        	none	none	none	none	none	none
Tatumella ptyseos	痰塔特姆菌	bacteria	机会致病菌，可引起新生儿脑膜炎、呼吸道感染、胸膜炎、败血症等。	Costa PS, Mendes JM, Ribeiro GM. Tatumella ptyseos causing severe human infection: report of the first two Brazilian cases. Braz J Infect Dis. 2008 Oct; 12(5): 442-3.	none	none	none	none	none	none
Bacillus anthracis	炭疽芽孢杆菌	bacteria	可引起炭疽病，以皮肤炭疽多见，也有肠炭疽和肺炭疽，各型均可并发菌血症，也可导致炭疽性脑膜炎。	undetermined	none	none	none	none	none	none
Bacillus cereus	蜡样芽孢杆菌	bacteria	主要引起食物中毒，也有引起菌血症的报道。	undetermined	none	none	none	none	none	none
Bacillus subtilis	枯草芽孢杆菌	bacteria	食物中毒，也可引发抵抗力低下患者的菌血症。	undetermined	none	none	none	none	none	none
Bacillus pumilus	短小芽孢杆菌	bacteria	食物中毒	undetermined	none	none	none	none	none	none
Bacillus licheniformis	地衣芽孢杆菌	bacteria	食物中毒	undetermined	none	none	none	none	none	none
Bacillus sphaericus	球形芽孢杆菌	bacteria	食物中毒	undetermined	none	none	none	none	none	none
Erysipelothrix rhusiopathiae	猪红斑丹毒丝菌	bacteria	是丹毒的病原菌。丹毒是一种急性传染病，以局部感染为主，急性期表现为感染局部的皮肤发红、肿胀、疼痛或有痒感，继而可发展为淋巴管炎；若2周内未痊愈，则可转变成局部的关节炎，也可引起急性败血症或心内膜炎。	undetermined	none	none	none	none	none	none
Peptostreptococcus anaerobius	厌氧消化链球菌	bacteria	是人体正常菌群，常引起腹腔感染，肝脓肿，外阴、阴道及盆腔感染，肺部和胸腔感染，口腔感染，颅内感染以及皮肤和软组织感染等。	undetermined	none	none	none	none	none	none
Aggregatibacter actinomycetemcomitans	伴放线菌团聚杆菌	bacteria	能引起慢性或侵袭性牙周炎，在放线菌病和细菌性阴道炎中也有发现，还能引起心内膜炎。	Konig MF, Abusleme L, Reinholdt J, et al. Aggregatibacter actinomycetemcomitans-induced hypercitrullination links periodontal infection to autoimmunity in rheumatoid arthritis. Sci Transl Med. 2016 Dec 14; 8(369): 369ra176.	none	none	none	none	none	none
Aggregatibacter aphrophilus	嗜泡团聚杆菌	bacteria	可引起感染性心内膜炎、脑脓肿、关节炎、骨髓炎、纵隔炎、前庭大腺炎、慢性泪小管炎等。	Wright P, Keane C, Ricketts HC, et al. Aggregatibacter aphrophilus endocarditis: a case report. Scott Med J. 2012 Nov; 57(4): 247.	none	none	none	none	none	none
Anaerococcus prevotii	普氏厌氧球菌	bacteria	有引起化脓性关节炎的报道。	Jain S, Bui V, Spencer C, et al. Septic arthritis in a native joint due to Anaerococcus prevotii. J Clin Pathol. 2008 Jun; 61(6): 775-6.	none	none	none	none	none	none
Arcobacter butzleri	布氏弓形菌	bacteria	与持续性水样腹泻有关。	undetermined	none	none	none	none	none	none
Arthrobacter sanguinis	血节杆菌	bacteria	有在透析患者中引起腹膜炎的报道。	Yap DY, Tse H, Mok MM, et al. Arthrobacter sanguinis: An uncommon cause of peritonitis in a peritoneal dialysis patient. Nephrology (Carlton). 2015 Nov; 20(11): 868.	none	none	none	none	none	none
Aureimonas altamirensis	查不到	bacteria	有从腹膜炎患者腹水中分离的报道。	Schröttner P, Rudolph WW, Taube F, et al. First report on the isolation of Aureimonas altamirensis from a patient with peritonitis. Int J Infect Dis. 2014 Dec; 29: 71-3.	none	none	none	none	none	none
Cardiobacterium valvarum	心瓣膜心杆菌	bacteria	可导致心内膜炎。	Bothelo E, Gouriet F, Fournier PE, et al. Endocarditis caused by Cardiobacterium valvarum. J Clin Microbiol. 2006 Feb; 44(2): 657-8.	none	none	none	none	none	none
Chromobacterium haemolyticum	溶血色杆菌	bacteria	溶血色杆菌偶有引起菌血症、肺炎、结肠炎的报道。	Okada M, Inokuchi R, Shinohara K, et al. Chromobacterium haemolyticum-induced bacteremia in a healthy young man. BMC Infect Dis. 2013 Sep 3; 13: 406.	none	none	none	none	none	none
Cronobacter sakazakii	阪崎氏年轻泰坦杆菌	bacteria	阪崎氏年轻泰坦杆菌又称坂崎肠杆菌，能引起新生儿败血症、脑膜炎和坏死性小肠结肠炎，病死率较高，婴儿配方乳粉是目前发现的主要感染渠道。	Chaves CEV, Brandão MLL, Lacerda MLGG, et al. Fatal Cronobacter sakazakii Sequence Type 494 Meningitis in a Newborn, Brazil. Emerg Infect Dis. 2018 Oct; 24(10): 1948-1950.	none	none	none	none	none	none
Delftia tsuruhatensis	鹤羽田戴尔福特菌	bacteria	鹤羽田戴尔福特菌偶在免疫低下患者中引起肺炎、菌血症。	Ranc A, Dubourg G, Fournier PE, et al. Delftia tsuruhatensis, an Emergent Opportunistic Healthcare-Associated Pathogen. Emerg Infect Dis. 2018 Mar; 24(3): 594-596.	none	none	none	none	none	none
Empedobacter brevis	短稳杆菌	bacteria	短稳杆菌偶有引起脑膜炎、菌血症、眼内炎的报道。	Sharma D, Patel A, Soni P, et al. Empedobacter brevis Meningitis in a Neonate: A Very Rare Case of Neonatal Meningitis and Literature Review. Case Rep Pediatr. 2016; 2016: 7609602.	none	none	none	none	none	none
Flavobacterium johnsoniae	约氏黄杆菌	bacteria	none  	none	none	none	none	none	none	none
Flavobacterium limnosediminis	黄杆菌	bacteria	none  	none	none	none	none	none	none	none
Gemella haemolysans	溶血孪生球菌	bacteria	可引起菌血症、心内膜炎、脑膜炎、眼内炎等。	Salceanu SO, Levy S, Cunningham R, et al. Severe Gemella haemolysans endophthalmitis following ranibizumab intravitreal injection. Indian J Ophthalmol. 2017 Nov; 65(11): 1249-1251.	none	none	none	none	none	none
Gemella morbillorum	麻疹孪生球菌	bacteria	机会致病菌，可引起心内膜炎、关节炎、肺炎、骨髓炎、肝脓肿、腹膜炎等。	Li D, Zhu Z, Zheng X, et al. Gemella morbillorum endocarditis of pulmonary valve:a case report. J Cardiothorac Surg. 2017 Mar 23; 12(1): 16. 	none	none	none	none	none	none
Gluconobacter oxydans	氧化葡糖杆菌	bacteria	none  	none  	none	none	none	none	none	none
Kingella denitrificans	反硝化金氏菌	bacteria	机会致病菌，是呼吸道的共生菌，偶有引起心内膜炎、菌血症、腹膜炎等的报道。	Kocyigit I, Öztürk F, Kargi S, et al. Peritoneal dialysis-related peritonitis due to Kingella denitrificans: the first case report. Perit Dial Int. 2014 Nov-Dec;34(7):819-20.	none	none	none	none	none	none
Kingella kingae	金氏金氏菌	bacteria	定殖于呼吸道和泌尿道等处，一般在儿童和免疫力低下的成年人中引起感染，可导致感染性关节炎、骨髓炎、椎间盘炎、菌血症、心内膜炎、脑膜炎、下呼吸道和泌尿道感染等。	Ramana K, Mohanty S. An adult case of urinary tract infection with Kingella kingae: a case report. J Med Case Rep. 2009 May 11;3:7236.	none	none	none	none	none	none
Lactococcus garvieae	格氏乳球菌	bacteria	属于鱼类病原体，偶有引起人感染性心内膜炎的报道。	Ortiz C, López J, Del Amo E, et al. Lactococcus garvieae infective endocarditis: report of 2 cases and review of the literature. Rev Esp Cardiol (Engl Ed). 2014 Sep; 67(9): 776-8.	none	none	none	none	none	none
Lactococcus lactis subsp. cremoris	乳酸乳球菌乳脂亚种	bacteria	none 	none	none	none	none	none	none	none
Lactococcus lactis subsp. lactis	乳酸乳球菌乳亚种	bacteria	none 	none	none	none	none	none	none	none
Lactococcus piscium	鱼乳球菌	bacteria	none 	none	none	none	none	none	none	none
Leptotrichia trevisanii	特氏纤毛菌	bacteria	偶有引起菌血症的报道。	Hou H, Chen Z, Tian L, et al. Leptotrichia trevisanii bacteremia in a woman with systemic lupus erythematosus receiving high-dose chemotherapy. BMC Infect Dis. 2018 Dec 14; 18(1): 661.	none	none	none	none	none	none
Ochrobactrum anthropi	人苍白杆菌	bacteria	机会致病菌，偶在免疫功能低下患者中引起感染。	Zhu M, Zhao X, Zhu Q, et al. Clinical characteristics of patients with Ochrobactrum anthropi bloodstream infection in a Chinese tertiary-care hospital: A 7-year study.J Infect Public Health. J Infect Public Health. 2018 Nov - Dec; 11(6): 873-877.	none	none	none	none	none	none
Ochrobactrum intermedium	中间苍白杆菌	bacteria	机会致病菌，偶在免疫功能低下患者中引起感染。	Vaidya SA, Citron DM, Fine MB, et al. Pelvic abscess due to Ochrobactrum intermedium [corrected] in an immunocompetent host: case report and review of the literature. J Clin Microbiol. 2006 Mar; 44(3): 1184-6.	none	none	none	none	none	none
Pandoraea apista	不可靠潘多拉菌	bacteria	可在囊性纤维化患者中引起肺部感染。	Jørgensen IM, Johansen HK, Frederiksen B, et al. Epidemic spread of Pandoraea apista, a new pathogen causing severe lung disease in cystic fibrosis patients. Pediatr Pulmonol. 2003 Nov;36(5):439-46.	none	none	none	none	none	none
Pandoraea pnomenusa	肺炎潘多拉菌	bacteria	可引起肺部感染、菌血症等。	Falces-Romero I, Gutiérrez-Arroyo A, Romero-Gómez MP. Catheter-associated bacteremia by Pandoraea pnomenusa in an infant with acute lymphoblastic leukemia. Med Clin (Barc). 2016 Aug 5;147(3):132.	none	none	none	none	none	none
Pandoraea pulmonicola	居肺潘多拉菌	bacteria	居肺潘多拉菌可在囊性纤维化患者中造成严重感染。	Degand N, Lotte R, Decondé Le Butor C, et al. Epidemic spread of Pandoraea pulmonicola in a cystic fibrosis center. BMC Infect Dis. 2015 Dec 26;15:583.	none	none	none	none	none	none
Parabacteroides goldsteinii	古氏副拟杆菌	bacteria	古氏副拟杆菌偶有引起菌血症的报道。	Awadel-Kariem FM, Patel P, Kapoor J, et al. First report of Parabacteroides goldsteinii bacteraemia in a patient with complicated intra-abdominal infection. Anaerobe. 2010 Jun;16(3):223-5.	none	none	none	none	none	none
Peptoniphilus harei	海氏嗜蛋白胨菌	bacteria	偶有引起腹膜感染的报道。	Cobo F, Rodríguez-Granger J, Sampedro A, et al. Peritoneal infection due to Peptoniphilus harei in a patient with intestinal occlusion. Anaerobe. 2017 Apr;44:126-127.	none	none	none	none	none	none
Photorhabdus asymbiotica	非共生光杆状菌	bacteria	可引起局部软组织感染和菌血症。	Gerrard JG, Stevens RP. A Review of Clinical Cases of Infection with Photorhabdus Asymbiotica. Curr Top Microbiol Immunol. 2017;402:179-191.	none	none	none	none	none	none
Ralstonia pickettii	皮氏罗尔斯通菌	bacteria	机会致病菌，主要与医院获得性感染相关，免疫功能低下者易感，可引起血液感染等。	Chen YY, Huang WT, Chen CP, et al. An Outbreak of Ralstonia pickettii Bloodstream Infection Associated with an Intrinsically Contaminated Normal Saline Solution. Infect Control Hosp Epidemiol. 2017 Apr; 38(4): 444-448.	none	none	none	none	none	none
Roseomonas cervicalis	颈玫瑰单胞菌	bacteria	机会致病菌，易对免疫力低下患者造成感染，可引起泌尿生殖系统和眼部感染。	Rihs JD, Brenner DJ, Weaver RE, et al. Roseomonas, a new genus associated with bacteremia and other human infections. J Clin Microbiol. 1993 Dec;31(12):3275-83.	none	none	none	none	none	none
Roseomonas gilardii	吉氏玫瑰单胞菌	bacteria	机会致病菌，易对免疫力低下的人造成感染，可引起败血症、腹膜炎、关节炎等。	Malini S, Goh BL, Lim TS. A Rare Case of Roseomonas gilardii Peritonitis in a Patient on Continuous Ambulatory Peritoneal Dialysis. Perit Dial Int. 2016 Sep 10;36(5):578.	none	none	none	none	none	none
Skermanella aerolata	气生斯克尔曼氏菌	bacteria	偶有引起坏死性筋膜炎的报道。	Heo ST, Kwon KT, Yoo JR, et al. First Case of Necrotizing Fasciitis Caused by Skermanella aerolata Infection Mimicking Vibrio Sepsis. Ann Lab Med. 2018 Nov;38(6):604-606.	none	none	none	none	none	none
Thauera terpenica	萜烯索氏菌	bacteria	none 	none	none	none	none	none	none	none
Thauera linaloolentis	索氏菌	bacteria	none 	none	none	none	none	none	none	none
Thermoanaerobacterium thermosaccharolyticum	热产硫黄好热厌氧小杆菌	bacteria	none 	none	none	none	none	none	none	none
Thermoanaerobacterium xylanolyticum	解木聚糖好热厌氧小杆菌	bacteria	none 	none	none	none	none	none	none	none
Borrelia garinii	伽氏疏螺旋体	bacteria	是莱姆病的病原体。	undetermined	none	none	none	none	none	none
Borrelia afzelii	阿弗西尼疏螺旋体	bacteria	是莱姆病的病原体。	undetermined	none	none	none	none	none	none
Borrelia recurrentis 	回归热螺旋体	bacteria	是引起流行性回归热的病原体，临床表现为菌血症性发热，肝、脾肿大，出现黄疸等。	undetermined	none	none	none	none	none	none
Treponema denticola	齿垢密螺旋体	bacteria	机会致病菌，是口腔内常见的密螺旋体，常与牙周疾病有关，还可能与细菌性阴道病有关。	Dashper SG, Seers CA, Tan KH, et al. Virulence Factors of the Oral Spirochete Treponema denticola. J Dent Res. 2011 Jun;90(6):691-703.	none	none	none	none	none	none
Treponema socranskii	索氏密螺旋体	bacteria	可引起牙龈炎和牙周炎。	Moore WE, Holdeman LV, Smibert RM, et al. Bacteriology of experimental gingivitis in children. Infect Immun. 1984 Oct;46(1):1-6.	none	none	none	none	none	none
Treponema vincentii	文氏密螺旋体	bacteria	可引起慢性牙周炎。	undetermined	none	none	none	none	none	none
Ureaplasma Urealyticum	解脲脲原体	bacteria	可引起泌尿生殖系统疾病。	Kletzel HH, Rotem R, Barg M, et al. Ureaplasma urealyticum: the Role as a Pathogen in Women's Health, a Systematic Review. Curr Infect Dis Rep. 2018 Jun 29;20(9):33.	none	none	none	none	none	none
Rickettsia rickettsii	立氏立克次体	bacteria	是落基山斑疹热的病原体。	Perlman SJ, Hunter MS, Zchori-Fein E. The emerging diversity of Rickettsia. Proc Biol Sci. 2006 Sep 7;273(1598):2097-106.	none	none	none	none	none	none
Rickettsia africae	非洲立克次体	bacteria	可引起非洲蜱咬热。	Fujisawa T, Kadosaka T, Fujita H, et al. Rickettsia africae infection in a Japanese traveller with many tick bites. Acta Derm Venereol. 2012 Jul;92(4):443-4.	none	none	none	none	none	none
Rickettsia akari	小蛛立克次体	bacteria	可引起立克次体痘。	Paddock CD, Koss T, Eremeeva ME, et al. Isolation of Rickettsia akari from eschars of patients with rickettsialpox. Am J Trop Med Hyg. 2006 Oct;75(4):732-8.	none	none	none	none	none	none
Hafnia alvei	蜂房哈夫尼亚菌	bacteria	机会致病菌，在胃肠道中有分布，通常与呼吸道感染、泌尿道感染、菌血症、脑膜炎或伤口和脓肿的混合感染有关。	Litrenta J, Oetgen M. Hafnia alvei: A new pathogen in open fractures. Trauma Case Rep. 2017 Jan 18;8:41-45.	none	none	none	none	none	none
Morganella morganii	摩根摩根菌	bacteria	可引起呼吸道、泌尿道和伤口等感染，也与败血症和腹泻有关，是医院感染的致病菌之一。	Singla N, Kaistha N, Gulati N, et al. Morganella morganii could be an important Intensive Care Unit pathogen. Indian J Crit Care Med. 2010 Jul;14(3):154-5.	none	none	none	none	none	none
Plesiomonas shigelloides	类志贺邻单胞菌	bacteria	导致胃肠炎，临床表现为短时间的水样腹泻或痢疾样腹泻。肠道外感染可发生在机体抵抗力下降的人群，可引起菌血症、脑膜炎等。	Pence MA. The Brief Case: Wound Infection with Plesiomonas shigelloides following a Freshwater Injury. J Clin Microbiol. 2016 May;54(5):1180-2.	none	none	none	none	none	none
Bergeyella zoohelcum	动物溃疡伯格菌	bacteria	一般在动物中引起疾病，偶有引起人类感染的报道。	Chen Y, Liao K, Ai L, et al. Bacteremia caused by Bergeyella zoohelcum in an infective endocarditis patient: case report and review of literature. BMC Infect Dis. 2017 Apr 12;17(1):271.	none	none	none	none	none	none
Buttiauxella agrestis	乡间布丘氏菌	bacteria	有造成手术部位感染的报道。	Antonello VS, Dallé J, Domingues GC, et al. Post-cesarean surgical site infection due to Buttiauxella agrestis. Int J Infect Dis. Int J Infect Dis. 2014 May;22:65-6.	none	none	none	none	none	none
Catonella morbi	疾病卡托氏菌	bacteria	偶有引起心内膜炎的报道。	Menon T, Naveen Kumar V. Catonella morbi as a cause of native valve endocarditis in Chennai, India. Infection. 2012 Oct;40(5):581-2.	none	none	none	none	none	none
Cellulosimicrobium cellulans	纤维纤维微菌	bacteria	可引起罕见的机会感染，有文献报道其可引起急性肾衰竭、新生儿早期败血症、菌血症等。	Casanova-Román M, Sanchez-Porto A, Gomar JL, et al. Early-onset neonatal sepsis due to Cellulosimicrobium cellulans. Infection. 2010 Aug;38(4):321-3.	none	none	none	none	none	none
Centipeda periodontii	牙周蜈蚣菌	bacteria	可引起牙周炎。	Rams TE, Hawley CE, Whitaker EJ, et al. Centipeda periodontii in human periodontitis. Odontology. 2015 Sep;103(3):286-91.	none	none	none	none	none	none
Ewingella americana	美洲爱文氏菌	bacteria	有引起腹膜炎、结膜炎、骨髓炎和脓毒性关节炎等的报道。	Li L, Shen J, Tao J, et al. Peritonitis caused by Ewingella americana in a patient with peritoneal dialysis: a case report. J Med Case Rep. 2014 Mar 4;8:86.	none	none	none	none	none	none
Granulibacter bethesdensis	贝塞斯达颗粒杆菌	bacteria	可引起慢性肉芽肿病。	Greenberg DE, Shoffner AR, Zelazny AM, et al. Recurrent Granulibacter bethesdensis infections and chronic granulomatous disease. Emerg Infect Dis. 2010 Sep;16(9):1341-8.	none	none	none	none	none	none
Haematobacter massiliensis	马赛血液杆菌	bacteria	偶有引起心内膜炎的报道。	Cheng JW, Wang P, Xiao M, et al. First case report of endocarditis caused by haematobacter massiliensis in China. BMC Infect Dis. 2017 Oct 31;17(1):709.	none	none	none	none	none	none
Inquilinus limosus	黏泥异地菌	bacteria	与囊性纤维化病有关。	McHugh KE, Rhoads DD, Wilson DA, et al. Inquilinus limosus in pulmonary disease: case report and review of the literature. Diagn Microbiol Infect Dis. 2016 Dec;86(4):446-449.	none	none	none	none	none	none
Laribacter hongkongensis	香港雷夫松氏杆菌	bacteria	与肠胃炎有关。	Teng JL, Woo PC, Ma SS, et al. Ecoepidemiology of Laribacter hongkongensis, a novel bacterium associated with gastroenteritis. J Clin Microbiol. 2005 Feb;43(2):919-22.	none	none	none	none	none	none
Oligella ureolytica	解脲寡源菌	bacteria	有引起血液感染的报道。	Pagotto A, Merluzzi S, Pillinini P, et al. Bloodstream infection with Oligella ureolytica: a case report and review of the literature. Infez Med. 2016;24(1):58-61.	none	none	none	none	none	none
Ornithinimicrobium pekingense	北京鸟氨酸微菌	bacteria	有引起眼部感染的报道。	Borsali E, Le Bouter A, Abdiche G, et al. Ornithinimicrobium pekingense ocular infection. Med Mal Infect. 2011 Jun;41(6):345-6.	none	none	none	none	none	none
Yokenella regensburgei	雷金斯堡预研菌	bacteria	机会致病菌，倾向于感染免疫缺陷患者，有引起败血症、骨髓炎等的报道。	Chi X, Liu M, Chen Y. Yokenella regensburgei Septicemia in a Chinese Farmer Immunosuppressed by HIV: A Case Report and Literature Review. Case Rep Infect Dis. 2017;2017:5962463.	none	none	none	none	none	none
Leifsonia aquatica	水雷夫松氏菌	bacteria	有在免疫低下患者中引起血液感染的报道。	Han L, Lei JE, Wang X, et al. Septicemia caused by Leifsonia aquatica in a healthy patient after retinal reattachment surgery. J Clin Microbiol. 2013 Nov;51(11):3886-8.	none	none	none	none	none	none
Francisella tularensis	土拉热弗朗西斯菌	bacteria	与兔热病相关	undetermined	none	none	none	none	none	none
Thalassolituus oleivorans	噬油深海弯曲菌	bacteria	none 	none	none	none	none	none	none	none
Thermocrispum municipale	市区热密卷菌	bacteria	none 	none	none	none	none	none	none	none
Thermomonospora curvata	弯曲高温单胞菌	bacteria	none 	none	none	none	none	none	none	none
Thermorudis peleae	Thermorudis peleae	bacteria	none 	none	none	none	none	none	none	none
Malassezia furfur	糠秕马拉色菌	fungus	可引起皮肤表面黄褐色的花斑藓，如汗斑。	Schmidt A. Malassezia furfur: a fungus belonging to the physiological skin flora and its relevance in skin disorders. Cutis. 1997 Jan;59(1):21-4.	none	none	none	none	none	none
Piedraia hortae	何德毛结节菌	fungus	可在病发上形成硬的黑色结节，使毛干上结节如沙粒状。	undetermined	none	none	none	none	none	none
Trichophyton gypseum（Nannizzia gypsea）	石膏样毛癣菌	fungus	皮肤癣菌，可侵犯皮肤，引起手足癣、体癣、股癣、叠瓦癣等。	undetermined	none	none	none	none	none	none
Trichophyton mentagrophytes	须毛癣菌	fungus	可引发股癣	undetermined	none	none	none	none	none	none
Microsporum gypseum（Nannizzia gypsea）	石膏小孢子菌	fungus	皮肤癣菌，可侵犯皮肤，引起手足癣、体癣、股癣、叠瓦癣等。	undetermined	none	none	none	none	none	none
Candida albicans（Candida stellatoidea）	白假丝酵母菌（星形假丝酵母菌）	fungus	机会致病菌，又称白色念珠菌，是体表和腔道的正常菌群成员，当菌群失调或抵抗力降低时易引起疾病。可侵犯人体许多部位，引起皮肤黏膜、内脏和中枢神经系统等感染。皮肤感染临床表现可见有鹅口疮、口角糜烂、外阴与阴道炎等；内脏感染可引起肺炎、肠炎、膀胱炎、心内膜炎和败血症等；中枢神经系统感染可引起脑膜炎、脑脓肿等。	Ideguchi S, Yamamoto K, Ikeda A, et al. A case of bilateral emphysematous pyelonephritis caused by Candida albicans. J Infect Chemother. 2018 Nov 15. pii: S1341-321X(18)30421-5.	none	none	none	none	none	none
Cryptococcus neoformans 	新型隐球菌	fungus	机会致病菌，可侵犯皮肤、黏膜、淋巴结、骨、内脏等，引起慢性炎症和脓肿，尤其易侵袭中枢神经系统，导致亚急性或慢性脑膜炎，其所致脑膜炎常发生于体质虚弱、免疫力低下患者。	Kwon-Chung KJ, Fraser JA, Doering TL, et al. Cryptococcus neoformans and Cryptococcus gattii, the etiologic agents of cryptococcosis. Cold Spring Harb Perspect Med. 2014 Jul 1; 4(7): a019760. 	none	none	none	none	none	none
Fonsecaea pedrosoi	裴氏着色芽生菌	fungus	主要侵犯肢体皮肤，早期皮肤患处发生丘疹，进而形成结节，随病程发展，可影响淋巴回流，形成肢体象皮肿，免疫力低下时可侵犯中枢神经或经血行扩散。	undetermined	none	none	none	none	none	none
Sporothrix schenckii	申克孢子丝菌	fungus	可经皮肤损伤侵入，后沿淋巴管分布，引起亚急性或慢性肉芽肿，使淋巴管形成孢子丝菌下疳；也可经肠道或呼吸道进入肺，随后经血行播散至其他器官引起深部感染。	undetermined	none	none	none	none	none	none
Coccidioides posadasii	球孢子菌	fungus	可引发球孢子菌病、裂谷热	undetermined	none	none	none	none	none	none
Blastomyces dermatitidis	皮炎芽生菌	fungus	可引发芽生菌病	undetermined	none	none	none	none	none	none
Geotrichum candidum	白地霉	fungus	可引发地霉菌病	undetermined	none	none	none	none	none	none
Paracoccidioides brasiliensis	巴西副球孢子菌	fungus	可引发副球孢子菌病（南美芽生菌病）	undetermined	none	none	none	none	none	none
Hortaea werneckii	威尼克何德霉	fungus	可引发威尼克何德霉又称威尼克外瓶霉，是黑癣的病原体。	undetermined	none	none	none	none	none	none
Trichosporon beigelii	白吉利毛孢子菌	fungus	可引发毛孢子菌病	undetermined	none	none	none	none	none	none
Mucorales	毛霉菌目	fungus	可引发毛霉菌病	undetermined	none	none	none	none	none	none
Entomophthorales	虫霉目	fungus	可引发虫霉菌病	undetermined	none	none	none	none	none	none
Human adenovirus C	人腺病毒C型	virus	可导致呼吸系统感染，如急性发热性咽喉炎、急性支气管炎和肺炎等，除呼吸道感染外，腺病毒的疾病和表现包括肠胃炎、结膜炎、膀胱炎和皮疹。免疫系统受损的患者特别容易发生腺病毒感染的严重并发症。人腺病毒已有A至G，7个种，C型感染通常引起肝炎和肺炎。	Thomas Lion. Adenovirus Infections in Immunocompetent and Immunocompromised Patients. Clin Microbiol Rev. 2014 Jul; 27(3): 441–462.	none	none	none	none	none	none
Coronavirus 	冠状病毒	virus	主要引起感冒及咽喉炎，临床症状主要为头痛、咽痛及轻度咳嗽。	undetermined	none	none	none	none	none	none
SARS coronavirus	SARS-冠状病毒	virus	是引起严重呼吸综合征（SARS）的病原体，SARS又称传染性非典型肺炎，临床表现为发热、乏力、头痛、肌肉关节酸痛等全身症状和干咳、胸闷、呼吸困难等呼吸道症状，部分患者有腹泻等消化道症状。	undetermined	none	none	none	none	none	none
Poliovirus（ Enterovirus C）	脊髓灰质炎病毒	virus	是引起脊髓灰质炎（又称小儿麻痹症）的病原体，属于肠道病毒C型（Enterovirus C），主要通过粪-口途径传播。临床表现有无麻痹型脊髓灰质炎（也称无菌性脑膜炎）和麻痹型脊髓灰质炎，麻痹型可导致永久性迟缓性肢体麻痹。	undetermined	none	none	none	none	none	none
Coxsackievirus	柯萨奇病毒	virus	主要通过粪-口途径传播，可引起无菌性脑膜炎、疱疹性咽峡炎、手足口病、流行性胸痛、心包炎和心肌炎、结膜炎等。	undetermined	none	none	none	none	none	none
Echovirus	埃可病毒	virus	属于肠道病毒B型（Enterovirus B），主要通过粪-口途径传播，可引起无菌性脑膜炎、流行性胸痛等。	undetermined	none	none	none	none	none	none
Astrovirus sp.	星状病毒	virus	可引起胃肠炎，易感者为婴幼儿和老年人。	undetermined	none	none	none	none	none	none
Measles virus 	麻疹病毒	virus	是麻疹的病原体，麻疹是儿童常见的一种急性传染病，以皮疹、发热及呼吸道症状为特征。	undetermined	none	none	none	none	none	none
Hantavirus（Orthohantaviruses ）	汉坦病毒	virus	主要引起肾综合征出血热，临床症状主要为以发热、出血和严重肾衰竭等。	undetermined	none	none	none	none	none	none
Junin virus（Argentinian mammarenavirus）	胡宁病毒	virus	可致阿根廷出血热	undetermined	none	none	none	none	none	none
Machupo virus	马丘波病毒	virus	可致玻利维亚出血热	undetermined	none	none	none	none	none	none
Sabiá virus（Brazilian mammarenavirus）	萨比亚病毒	virus	可致巴西出血热	undetermined	none	none	none	none	none	none
Caliciviridae	杯状病毒	virus	杯状病毒感染	undetermined	none	none	none	none	none	none
Alphavirus	甲病毒	virus	可致基孔肯雅热	undetermined	none	none	none	none	none	none
Colorado tick fever virus  (CTFV)	科罗拉多蜱传热病毒	virus	可致科罗拉多蜱热	undetermined	none	none	none	none	none	none
Rhinovirus A	鼻病毒A型	virus	可致普通感冒	undetermined	none	none	none	none	none	none
Rhinovirus B	鼻病毒B型	virus	可致普通感冒	undetermined	none	none	none	none	none	none
Rhinovirus C	鼻病毒C型	virus	可致普通感冒	undetermined	none	none	none	none	none	none
prion	朊病毒	virus	可致克罗伊茨费尔特-雅各布病、 致死性家族失眠症、Gerstmann-Sträussler-Scheinker syndrome、库鲁病	undetermined	none	none	none	none	none	none
Crimean-Congo hemorrhagic fever virus	克里米亚-刚果出血热病毒	virus	可致克里米亚-刚果出血热	undetermined	none	none	none	none	none	none
Ebolavirus	埃博拉病毒（属水平）	virus	可致埃博拉出血热	undetermined	none	none	none	none	none	none
Parvovirus（ Protoparvovirus）	细小病毒	virus	可致传染性红斑（第五病）	undetermined	none	none	none	none	none	none
Coxsackie A virus	A型柯萨奇病毒	virus	可致手足口病	undetermined	none	none	none	none	none	none
Sin Nombre virus（ Sin Nombre orthohantavirus）	辛诺柏病毒	virus	可致汉坦病毒肺综合征	undetermined	none	none	none	none	none	none
Bunyaviridae（Peribunyaviridae）	布尼亚病毒科	virus	可致肾综合征出血热	undetermined	none	none	none	none	none	none
Human parainfluenza virus 1	副流感病毒1型	virus	可致喉炎、肺炎、细支气管炎、普通感冒	undetermined	none	none	none	none	none	none
